Rango -> 1           Palabra -> que                 Aparece 21475 veces       
Rango -> 17320       Palabra -> vian                Aparece 1 veces           
Rango -> 17321       Palabra -> pegarles            Aparece 1 veces           
Rango -> 17322       Palabra -> artificiosos        Aparece 1 veces           
Rango -> 17323       Palabra -> quilata             Aparece 1 veces           
Rango -> 17324       Palabra -> quilate             Aparece 1 veces           
Rango -> 17325       Palabra -> yermos              Aparece 1 veces           
Rango -> 17326       Palabra -> recogidos           Aparece 1 veces           
Rango -> 17327       Palabra -> engañoso            Aparece 1 veces           
Rango -> 17328       Palabra -> engañosa            Aparece 1 veces           
Rango -> 17329       Palabra -> querellas           Aparece 1 veces           
Rango -> 17330       Palabra -> fias                Aparece 1 veces           
Rango -> 17331       Palabra -> santiguarnos        Aparece 1 veces           
Rango -> 17332       Palabra -> altaneros           Aparece 1 veces           
Rango -> 17333       Palabra -> perdonad            Aparece 1 veces           
Rango -> 17334       Palabra -> adivina             Aparece 1 veces           
Rango -> 17335       Palabra -> vitoriosos          Aparece 1 veces           
Rango -> 17336       Palabra -> motilon             Aparece 1 veces           
Rango -> 17337       Palabra -> marchito            Aparece 1 veces           
Rango -> 17338       Palabra -> marchita            Aparece 1 veces           
Rango -> 17339       Palabra -> guies               Aparece 1 veces           
Rango -> 17340       Palabra -> contingencia        Aparece 1 veces           
Rango -> 17341       Palabra -> consolarme          Aparece 1 veces           
Rango -> 17342       Palabra -> colambre            Aparece 1 veces           
Rango -> 17343       Palabra -> pusilanimidad       Aparece 1 veces           
Rango -> 17344       Palabra -> ensayados           Aparece 1 veces           
Rango -> 17345       Palabra -> temome              Aparece 1 veces           
Rango -> 17346       Palabra -> pedida              Aparece 1 veces           
Rango -> 17347       Palabra -> contramina          Aparece 1 veces           
Rango -> 17348       Palabra -> pesima              Aparece 1 veces           
Rango -> 17349       Palabra -> costaran            Aparece 1 veces           
Rango -> 17350       Palabra -> encargandolas       Aparece 1 veces           
Rango -> 17351       Palabra -> escribillos         Aparece 1 veces           
Rango -> 17352       Palabra -> estorbado           Aparece 1 veces           
Rango -> 17353       Palabra -> alojemos            Aparece 1 veces           
Rango -> 17354       Palabra -> devengar            Aparece 1 veces           
Rango -> 17355       Palabra -> avivaban            Aparece 1 veces           
Rango -> 17356       Palabra -> ardo                Aparece 1 veces           
Rango -> 17357       Palabra -> desampararos        Aparece 1 veces           
Rango -> 17358       Palabra -> correspondian       Aparece 1 veces           
Rango -> 17359       Palabra -> gustaron            Aparece 1 veces           
Rango -> 17360       Palabra -> epica               Aparece 1 veces           
Rango -> 17361       Palabra -> epico               Aparece 1 veces           
Rango -> 17362       Palabra -> encontrasen         Aparece 1 veces           
Rango -> 17363       Palabra -> entregose           Aparece 1 veces           
Rango -> 17364       Palabra -> adorarte            Aparece 1 veces           
Rango -> 17365       Palabra -> tornemonos          Aparece 1 veces           
Rango -> 17366       Palabra -> vistieren           Aparece 1 veces           
Rango -> 17367       Palabra -> alhelies            Aparece 1 veces           
Rango -> 17368       Palabra -> candilazos          Aparece 1 veces           
Rango -> 17369       Palabra -> alano               Aparece 1 veces           
Rango -> 17370       Palabra -> paramento           Aparece 1 veces           
Rango -> 17371       Palabra -> medianas            Aparece 1 veces           
Rango -> 17372       Palabra -> midiesen            Aparece 1 veces           
Rango -> 17373       Palabra -> colgandoos          Aparece 1 veces           
Rango -> 17374       Palabra -> texto               Aparece 1 veces           
Rango -> 17375       Palabra -> levanten            Aparece 1 veces           
Rango -> 17376       Palabra -> censurando          Aparece 1 veces           
Rango -> 17377       Palabra -> andaremos           Aparece 1 veces           
Rango -> 17378       Palabra -> rehuso              Aparece 1 veces           
Rango -> 17379       Palabra -> atenerse            Aparece 1 veces           
Rango -> 17380       Palabra -> persuadiendole      Aparece 1 veces           
Rango -> 17381       Palabra -> escuchame           Aparece 1 veces           
Rango -> 17382       Palabra -> poblada             Aparece 1 veces           
Rango -> 17383       Palabra -> picase              Aparece 1 veces           
Rango -> 17384       Palabra -> castigarle          Aparece 1 veces           
Rango -> 17385       Palabra -> mustia              Aparece 1 veces           
Rango -> 17386       Palabra -> pobrezas            Aparece 1 veces           
Rango -> 17387       Palabra -> peneo               Aparece 1 veces           
Rango -> 17388       Palabra -> aguileño            Aparece 1 veces           
Rango -> 17389       Palabra -> numeroso            Aparece 1 veces           
Rango -> 17390       Palabra -> redencion           Aparece 1 veces           
Rango -> 17391       Palabra -> seale               Aparece 1 veces           
Rango -> 17392       Palabra -> anduvistes          Aparece 1 veces           
Rango -> 17393       Palabra -> sealo               Aparece 1 veces           
Rango -> 17394       Palabra -> calado              Aparece 1 veces           
Rango -> 17395       Palabra -> desalentado         Aparece 1 veces           
Rango -> 17396       Palabra -> huerfanas           Aparece 1 veces           
Rango -> 17397       Palabra -> perpetuos           Aparece 1 veces           
Rango -> 17398       Palabra -> veleta              Aparece 1 veces           
Rango -> 17399       Palabra -> goberne             Aparece 1 veces           
Rango -> 17400       Palabra -> acetaba             Aparece 1 veces           
Rango -> 17401       Palabra -> siguimiento         Aparece 1 veces           
Rango -> 17402       Palabra -> lavado              Aparece 1 veces           
Rango -> 17403       Palabra -> desatarlos          Aparece 1 veces           
Rango -> 17404       Palabra -> regente             Aparece 1 veces           
Rango -> 17405       Palabra -> contadnos           Aparece 1 veces           
Rango -> 17406       Palabra -> poemas              Aparece 1 veces           
Rango -> 17407       Palabra -> pasandoseme         Aparece 1 veces           
Rango -> 17408       Palabra -> enclavijadas        Aparece 1 veces           
Rango -> 17409       Palabra -> preside             Aparece 1 veces           
Rango -> 17410       Palabra -> navegamos           Aparece 1 veces           
Rango -> 17411       Palabra -> bienhechor          Aparece 1 veces           
Rango -> 17412       Palabra -> notas               Aparece 1 veces           
Rango -> 17413       Palabra -> llevabase           Aparece 1 veces           
Rango -> 17414       Palabra -> hablariamos         Aparece 1 veces           
Rango -> 17415       Palabra -> illud               Aparece 1 veces           
Rango -> 17416       Palabra -> contendieron        Aparece 1 veces           
Rango -> 17417       Palabra -> alimaña             Aparece 1 veces           
Rango -> 17418       Palabra -> remanso             Aparece 1 veces           
Rango -> 17419       Palabra -> negociarlo          Aparece 1 veces           
Rango -> 17420       Palabra -> trabajado           Aparece 1 veces           
Rango -> 17421       Palabra -> despidiendo         Aparece 1 veces           
Rango -> 17422       Palabra -> amorosisimos        Aparece 1 veces           
Rango -> 17423       Palabra -> garrotazo           Aparece 1 veces           
Rango -> 17424       Palabra -> desdichadisima      Aparece 1 veces           
Rango -> 17425       Palabra -> censurar            Aparece 1 veces           
Rango -> 17426       Palabra -> azotanme            Aparece 1 veces           
Rango -> 17427       Palabra -> herbolario          Aparece 1 veces           
Rango -> 17428       Palabra -> herirle             Aparece 1 veces           
Rango -> 17429       Palabra -> guarnecida          Aparece 1 veces           
Rango -> 17430       Palabra -> guarnecido          Aparece 1 veces           
Rango -> 17431       Palabra -> escribirlo          Aparece 1 veces           
Rango -> 17432       Palabra -> favoreciendo        Aparece 1 veces           
Rango -> 17433       Palabra -> desvaria            Aparece 1 veces           
Rango -> 17434       Palabra -> niarros             Aparece 1 veces           
Rango -> 17435       Palabra -> celebraron          Aparece 1 veces           
Rango -> 17436       Palabra -> tejiendo            Aparece 1 veces           
Rango -> 17437       Palabra -> bragas              Aparece 1 veces           
